RBR XR-420  5.40 012056 (Windows: 6.13 - Minimum required: 5.11)
Host time     19/06/30 20:59:53
Logger time   19/06/30 21:01:21
Logging start 18/08/01 11:00:00
Logging end   26/08/01 11:00:00
Sample period          08:00:00
Number of channels =  8, number of samples =   1001, mode: Logging Stopped by User
N08%9.4f
Calibration  1: 0.004322570446620
                -0.000277846908580
                0.000003633623360
                -0.000000127546420 Degrees_C
Calibration  2: 0.004322598091600
                -0.000277865390420
                0.000003645638560
                -0.000000130380310 Degrees_C
Calibration  3: 0.004322471848990
                -0.000277855826490
                0.000003641321990
                -0.000000129694670 Degrees_C
Calibration  4: 0.004322316206420
                -0.000277838732040
                0.000003632299620
                -0.000000127458190 Degrees_C
Calibration  5: 0.004322571772840
                -0.000277842355080
                0.000003631396360
                -0.000000127435360 Degrees_C
Calibration  6: 0.004322421956680
                -0.000277833086750
                0.000003630256850
                -0.000000127322460 Degrees_C
Calibration  7: 0.004322371885380
                -0.000278014712690
                0.000003747031430
                -0.000000160865910 Degrees_C
Calibration  8: 0.004322837882030
                -0.000277851685740
                0.000003633921760
                -0.000000127878440 Degrees_C
COMMENT: NC-01
Memory type: 3 AT45DB642
Logger start:Start of logging 

     Temp      Temp      Temp      Temp      Temp      Temp      Temp      Temp 
  -2.4833   -2.8419   -0.8245   -0.3410   -1.2670   -2.6511   -3.5250   -3.9401 
  -0.3506   -0.5681   -0.4631   -0.3404   -1.2654   -2.6494   -3.5235   -3.9390 
  -3.6102   -2.5845   -0.4659   -0.3360   -1.2645   -2.6464   -3.5215   -3.9391 
 -11.2927   -8.2730   -1.2999   -0.3415   -1.2640   -2.6452   -3.5192   -3.9381 
 -13.7585  -10.9689   -1.8396   -0.3445   -1.2635   -2.6423   -3.5184   -3.9389 
  -8.1947   -5.9544   -0.7744   -0.3427   -1.2620   -2.6393   -3.5168   -3.9371 
  -6.6224   -6.1200   -1.2852   -0.3439   -1.2616   -2.6383   -3.5155   -3.9371 
  -5.7575   -5.2841   -1.1480   -0.3446   -1.2601   -2.6353   -3.5134   -3.9363 
  -5.0011   -4.3556   -0.9999   -0.3449   -1.2598   -2.6343   -3.5111   -3.9355 
  -4.6669   -3.9187   -0.9456   -0.3447   -1.2582   -2.6317   -3.5098   -3.9354 
  -3.9672   -3.3761   -0.8580   -0.3440   -1.2569   -2.6301   -3.5087   -3.9356 
  -4.8500   -3.3462   -0.7932   -0.3451   -1.2574   -2.6279   -3.5073   -3.9337 
  -5.6389   -4.6358   -0.9510   -0.3463   -1.2559   -2.6251   -3.5060   -3.9334 
  -6.4632   -4.8650   -1.0201   -0.3460   -1.2546   -2.6228   -3.5029   -3.9326 
 -12.7174   -7.3908   -1.1097   -0.3454   -1.2535   -2.6212   -3.5017   -3.9321 
 -12.2163   -9.8016   -1.8236   -0.3493   -1.2535   -2.6192   -3.5004   -3.9317 
  -6.8685   -6.2025   -1.3465   -0.3482   -1.2520   -2.6175   -3.4981   -3.9318 
  -6.2210   -4.6181   -0.9836   -0.3478   -1.2518   -2.6149   -3.4966   -3.9312 
 -14.8648   -9.4621   -1.5776   -0.3484   -1.2506   -2.6136   -3.4952   -3.9303 
 -10.4296   -7.8268   -1.5248   -0.3491   -1.2501   -2.6114   -3.4939   -3.9299 
  -8.9414   -6.8485   -1.3008   -0.3498   -1.2495   -2.6094   -3.4922   -3.9289 
 -10.7231   -7.3701   -1.3073   -0.3506   -1.2484   -2.6071   -3.4902   -3.9280 
 -12.7598  -10.0222   -1.9439   -0.3525   -1.2477   -2.6051   -3.4888   -3.9276 
 -13.0591   -9.6640   -1.9896   -0.3524   -1.2467   -2.6023   -3.4879   -3.9274 
 -21.2777  -14.6335   -2.7648   -0.3544   -1.2459   -2.6008   -3.4854   -3.9265 
 -24.8547  -17.2503   -3.3983   -0.3567   -1.2452   -2.5989   -3.4840   -3.9262 
 -21.6868  -13.8250   -2.6146   -0.3558   -1.2440   -2.5973   -3.4822   -3.9259 
 -14.1795  -10.9662   -2.3387   -0.3564   -1.2432   -2.5947   -3.4814   -3.9249 
 -11.4396   -9.1254   -1.9821   -0.3553   -1.2427   -2.5937   -3.4785   -3.9244 
  -8.0690   -6.4346   -1.4661   -0.3546   -1.2416   -2.5914   -3.4778   -3.9231 
 -19.6026  -13.5699   -2.6032   -0.3571   -1.2413   -2.5893   -3.4765   -3.9231 
 -21.5946  -15.2199   -3.0263   -0.3587   -1.2392   -2.5873   -3.4752   -3.9232 
 -19.3490  -12.3007   -2.3320   -0.3579   -1.2391   -2.5848   -3.4723   -3.9224 
 -22.7107  -15.8605   -3.2186   -0.3604   -1.2379   -2.5833   -3.4711   -3.9216 
 -13.2848  -10.1630   -2.2627   -0.3592   -1.2377   -2.5808   -3.4690   -3.9211 
  -9.9789   -7.8172   -1.7832   -0.3587   -1.2362   -2.5795   -3.4682   -3.9210 
 -12.4593   -9.3007   -1.9421   -0.3594   -1.2354   -2.5777   -3.4663   -3.9199 
 -12.5247   -9.1246   -1.9389   -0.3596   -1.2358   -2.5767   -3.4644   -3.9200 
 -12.2157   -8.7811   -1.8839   -0.3603   -1.2352   -2.5737   -3.4639   -3.9191 
 -22.6716  -15.7923   -3.1414   -0.3621   -1.2336   -2.5723   -3.4618   -3.9188 
 -24.8358  -17.1588   -3.5771   -0.3646   -1.2330   -2.5701   -3.4595   -3.9181 
 -21.9012  -14.2566   -2.9193   -0.3638   -1.2318   -2.5678   -3.4587   -3.9174 
 -21.0373  -14.9215   -3.2445   -0.3659   -1.2316   -2.5653   -3.4579   -3.9162 
 -14.2012  -10.6974   -2.5057   -0.3655   -1.2299   -2.5653   -3.4552   -3.9155 
 -18.2390  -11.6229   -2.4084   -0.3652   -1.2309   -2.5624   -3.4542   -3.9153 
 -15.6354  -12.0476   -2.7220   -0.3664   -1.2290   -2.5594   -3.4522   -3.9153 
 -20.5479  -14.5484   -3.0705   -0.3666   -1.2292   -2.5588   -3.4506   -3.9139 
 -14.2952  -10.6792   -2.4389   -0.3661   -1.2277   -2.5565   -3.4491   -3.9135 
 -10.8873   -8.4933   -2.0100   -0.3667   -1.2273   -2.5536   -3.4479   -3.9130 
  -8.6255   -6.9823   -1.7018   -0.3645   -1.2262   -2.5532   -3.4463   -3.9121 
 -13.8308  -10.1618   -2.0780   -0.3666   -1.2256   -2.5511   -3.4445   -3.9114 
  -9.4999   -7.6230   -1.7715   -0.3666   -1.2250   -2.5498   -3.4426   -3.9106 
  -9.1059   -6.9318   -1.5603   -0.3662   -1.2243   -2.5481   -3.4414   -3.9105 
  -9.8323   -7.1009   -1.5395   -0.3657   -1.2242   -2.5457   -3.4399   -3.9094 
 -11.8620   -8.5253   -1.8134   -0.3674   -1.2236   -2.5435   -3.4386   -3.9090 
 -11.4835   -8.4048   -1.7782   -0.3668   -1.2227   -2.5425   -3.4366   -3.9094 
 -11.4414   -8.4223   -1.7202   -0.3683   -1.2214   -2.5406   -3.4357   -3.9075 
 -12.8679  -10.2472   -2.0005   -0.3685   -1.2209   -2.5380   -3.4339   -3.9072 
 -14.0686  -11.5642   -2.4995   -0.3708   -1.2208   -2.5359   -3.4327   -3.9063 
 -13.1471   -9.9341   -2.0109   -0.3701   -1.2201   -2.5361   -3.4305   -3.9068 
 -15.9858  -11.7162   -2.3101   -0.3716   -1.2191   -2.5334   -3.4296   -3.9052 
 -18.6118  -14.0930   -2.6306   -0.3731   -1.2192   -2.5309   -3.4275   -3.9046 
 -19.6179  -14.6982   -3.0002   -0.3744   -1.2182   -2.5290   -3.4261   -3.9046 
 -22.0554  -15.5914   -3.2190   -0.3758   -1.2170   -2.5280   -3.4251   -3.9030 
 -19.9756  -14.6579   -3.2590   -0.3761   -1.2163   -2.5258   -3.4237   -3.9035 
 -22.0805  -16.2758   -3.6017   -0.3782   -1.2167   -2.5239   -3.4211   -3.9025 
 -28.2498  -19.4884   -4.2432   -0.3803   -1.2155   -2.5220   -3.4208   -3.9016 
 -26.0317  -18.3928   -4.1606   -0.3819   -1.2155   -2.5207   -3.4188   -3.9023 
 -26.2469  -17.3446   -3.7787   -0.3803   -1.2150   -2.5188   -3.4172   -3.9004 
 -27.2037  -18.8299   -4.2309   -0.3827   -1.2144   -2.5170   -3.4151   -3.8996 
 -27.6574  -19.1715   -4.3430   -0.3834   -1.2140   -2.5143   -3.4138   -3.8996 
 -25.9894  -17.8446   -4.0736   -0.3840   -1.2131   -2.5125   -3.4126   -3.8980 
 -22.8448  -16.4980   -4.0114   -0.3854   -1.2121   -2.5120   -3.4109   -3.8983 
 -21.0837  -15.3232   -3.7817   -0.3854   -1.2120   -2.5092   -3.4100   -3.8978 
 -20.6271  -14.3326   -3.4718   -0.3849   -1.2103   -2.5081   -3.4082   -3.8974 
 -20.8553  -15.6617   -3.8166   -0.3860   -1.2097   -2.5070   -3.4067   -3.8960 
 -13.6174  -10.9816   -2.8999   -0.3845   -1.2100   -2.5056   -3.4055   -3.8954 
 -22.2718  -14.9713   -3.3921   -0.3855   -1.2091   -2.5033   -3.4043   -3.8954 
 -21.5914  -15.3389   -3.5644   -0.3868   -1.2084   -2.5017   -3.4026   -3.8946 
 -14.1507  -10.7195   -2.6765   -0.3857   -1.2081   -2.5002   -3.4006   -3.8930 
  -9.5454   -8.5101   -2.4618   -0.3852   -1.2070   -2.4979   -3.3993   -3.8930 
  -7.9596   -6.6945   -2.0678   -0.3837   -1.2068   -2.4969   -3.3981   -3.8924 
  -7.1632   -5.9111   -1.8416   -0.3836   -1.2060   -2.4944   -3.3968   -3.8914 
  -6.9426   -5.2003   -1.6335   -0.3836   -1.2061   -2.4930   -3.3952   -3.8912 
  -7.3914   -5.3881   -1.5605   -0.3834   -1.2053   -2.4911   -3.3943   -3.8910 
  -8.4704   -5.9549   -1.5643   -0.3837   -1.2053   -2.4896   -3.3922   -3.8898 
  -9.7025   -7.1198   -1.7376   -0.3839   -1.2047   -2.4882   -3.3904   -3.8893 
  -9.8278   -6.8397   -1.6339   -0.3850   -1.2038   -2.4867   -3.3889   -3.8893 
 -11.3335   -7.5636   -1.6952   -0.3856   -1.2034   -2.4847   -3.3870   -3.8878 
 -17.1448  -10.7942   -2.1916   -0.3859   -1.2014   -2.4834   -3.3868   -3.8872 
 -21.2944  -14.2583   -2.8808   -0.3899   -1.2027   -2.4817   -3.3855   -3.8866 
 -17.6160  -13.3210   -3.0138   -0.3918   -1.2017   -2.4800   -3.3829   -3.8856 
 -18.2028  -13.2456   -2.9687   -0.3926   -1.2014   -2.4785   -3.3819   -3.8857 
 -17.2016  -13.1834   -3.1145   -0.3937   -1.2009   -2.4757   -3.3799   -3.8849 
 -19.7182  -14.5777   -3.3115   -0.3959   -1.2002   -2.4751   -3.3790   -3.8846 
 -19.2558  -14.0070   -3.2352   -0.3969   -1.1999   -2.4726   -3.3778   -3.8835 
 -17.5559  -12.9274   -3.0641   -0.3975   -1.1992   -2.4713   -3.3762   -3.8828 
 -18.5171  -13.3850   -3.1369   -0.3989   -1.1987   -2.4691   -3.3743   -3.8815 
 -18.6350  -14.2068   -3.3837   -0.3989   -1.1985   -2.4683   -3.3733   -3.8827 
 -21.8324  -14.0324   -3.1779   -0.3999   -1.1982   -2.4667   -3.3713   -3.8811 
 -17.6505  -13.5692   -3.2777   -0.4014   -1.1974   -2.4652   -3.3702   -3.8808 
 -14.9029  -12.2445   -3.1161   -0.4023   -1.1968   -2.4630   -3.3693   -3.8798 
 -11.8462   -9.8246   -2.6402   -0.4020   -1.1960   -2.4622   -3.3680   -3.8789 
 -11.4439   -8.8093   -2.3596   -0.4007   -1.1956   -2.4604   -3.3662   -3.8773 
 -13.4230  -10.1445   -2.4513   -0.4021   -1.1964   -2.4595   -3.3651   -3.8774 
 -13.1613  -10.0271   -2.5147   -0.4028   -1.1947   -2.4564   -3.3628   -3.8771 
 -14.8828  -10.1008   -2.4182   -0.4036   -1.1953   -2.4565   -3.3613   -3.8765 
 -11.8006   -9.1800   -2.3694   -0.4042   -1.1941   -2.4542   -3.3605   -3.8751 
 -10.5482   -8.0026   -2.1286   -0.4041   -1.1944   -2.4524   -3.3597   -3.8749 
 -10.5854   -7.9172   -2.0653   -0.4050   -1.1932   -2.4504   -3.3582   -3.8751 
 -10.8762   -7.9362   -2.0184   -0.4062   -1.1930   -2.4500   -3.3566   -3.8740 
 -10.9297   -8.1199   -2.0399   -0.4066   -1.1928   -2.4481   -3.3543   -3.8733 
 -12.5660   -8.7630   -2.0951   -0.4069   -1.1927   -2.4473   -3.3538   -3.8717 
 -20.9051  -12.9961   -2.6617   -0.4101   -1.1930   -2.4452   -3.3523   -3.8714 
 -23.5423  -16.3965   -3.4123   -0.4124   -1.1914   -2.4437   -3.3504   -3.8707 
 -24.0086  -17.6633   -3.8355   -0.4158   -1.1921   -2.4415   -3.3493   -3.8704 
 -14.7214  -11.4880   -2.8990   -0.4153   -1.1909   -2.4410   -3.3471   -3.8704 
 -12.6879   -9.2803   -2.4435   -0.4151   -1.1910   -2.4391   -3.3462   -3.8690 
 -11.1846   -9.7938   -2.5468   -0.4162   -1.1909   -2.4379   -3.3457   -3.8689 
  -3.4285   -4.2780   -1.7787   -0.4144   -1.1898   -2.4360   -3.3434   -3.8676 
 -15.0108   -8.8816   -2.0261   -0.4160   -1.1899   -2.4343   -3.3424   -3.8681 
 -18.7711  -12.8724   -2.8426   -0.4188   -1.1899   -2.4320   -3.3411   -3.8667 
 -11.8729  -10.4643   -2.7017   -0.4210   -1.1880   -2.4318   -3.3396   -3.8658 
  -7.5501   -6.7109   -2.0428   -0.4195   -1.1887   -2.4303   -3.3378   -3.8653 
  -4.8259   -4.8361   -1.6698   -0.4203   -1.1885   -2.4293   -3.3365   -3.8644 
  -8.1103   -5.8746   -1.6298   -0.4206   -1.1875   -2.4269   -3.3350   -3.8642 
  -8.5586   -6.3081   -1.7473   -0.4208   -1.1877   -2.4255   -3.3341   -3.8630 
 -13.1459   -9.9242   -2.3558   -0.4236   -1.1874   -2.4243   -3.3321   -3.8626 
 -12.2627   -9.6596   -2.4116   -0.4244   -1.1876   -2.4226   -3.3308   -3.8620 
  -9.8214   -7.7387   -2.0857   -0.4248   -1.1869   -2.4204   -3.3300   -3.8612 
  -8.3024   -6.5242   -1.8296   -0.4261   -1.1865   -2.4193   -3.3285   -3.8605 
  -9.8928   -7.6041   -1.8498   -0.4265   -1.1869   -2.4182   -3.3271   -3.8605 
 -11.4314   -7.1876   -1.7364   -0.4268   -1.1858   -2.4166   -3.3256   -3.8593 
 -12.5857   -9.1627   -2.0450   -0.4292   -1.1857   -2.4150   -3.3244   -3.8584 
 -16.7253  -10.9556   -2.3879   -0.4301   -1.1860   -2.4132   -3.3229   -3.8585 
 -12.1404  -10.2200   -2.4404   -0.4338   -1.1857   -2.4130   -3.3210   -3.8569 
 -10.2418   -9.0423   -2.3930   -0.4332   -1.1863   -2.4098   -3.3206   -3.8570 
 -12.5507   -9.0229   -2.2118   -0.4341   -1.1854   -2.4093   -3.3184   -3.8559 
 -15.0374  -10.8823   -2.4740   -0.4366   -1.1846   -2.4086   -3.3177   -3.8553 
 -13.3678   -9.3842   -2.2733   -0.4385   -1.1852   -2.4060   -3.3160   -3.8548 
 -14.9922  -10.1584   -2.3522   -0.4382   -1.1853   -2.4051   -3.3142   -3.8531 
 -12.1518   -8.6160   -2.1365   -0.4394   -1.1851   -2.4041   -3.3130   -3.8531 
 -14.6035   -9.6580   -2.1335   -0.4411   -1.1843   -2.4022   -3.3120   -3.8517 
 -28.2841  -17.7805   -3.5491   -0.4455   -1.1845   -2.4007   -3.3107   -3.8522 
 -32.4661  -23.3201   -4.9145   -0.4509   -1.1851   -2.3997   -3.3098   -3.8507 
 -25.8550  -21.3609   -5.0707   -0.4566   -1.1848   -2.3983   -3.3076   -3.8503 
 -19.6206  -13.4660   -3.3320   -0.4533   -1.1843   -2.3965   -3.3068   -3.8504 
 -17.1715  -11.6745   -3.0090   -0.4549   -1.1839   -2.3951   -3.3048   -3.8486 
 -17.0512  -11.5407   -2.9629   -0.4563   -1.1834   -2.3937   -3.3038   -3.8485 
 -16.9416  -11.7405   -3.0350   -0.4587   -1.1833   -2.3927   -3.3029   -3.8473 
 -17.9621  -12.5921   -3.2130   -0.4617   -1.1839   -2.3919   -3.3012   -3.8470 
 -17.9086  -12.8695   -3.3036   -0.4624   -1.1837   -2.3900   -3.3001   -3.8463 
 -21.9456  -14.7230   -3.5763   -0.4661   -1.1838   -2.3883   -3.2986   -3.8464 
 -28.7874  -19.9825   -4.6376   -0.4718   -1.1831   -2.3867   -3.2971   -3.8453 
 -30.4141  -22.1820   -5.2758   -0.4763   -1.1837   -2.3856   -3.2959   -3.8450 
 -21.3565  -18.2911   -4.9209   -0.4812   -1.1840   -2.3839   -3.2944   -3.8435 
 -29.2774  -20.7293   -5.0938   -0.4843   -1.1833   -2.3829   -3.2925   -3.8433 
 -20.5197  -17.4076   -4.8410   -0.4874   -1.1839   -2.3816   -3.2916   -3.8422 
 -27.8223  -19.6921   -4.9569   -0.4933   -1.1830   -2.3808   -3.2912   -3.8418 
 -27.2653  -21.1033   -5.4298   -0.4987   -1.1831   -2.3795   -3.2883   -3.8406 
 -20.4538  -17.0898   -4.9493   -0.5025   -1.1829   -2.3791   -3.2880   -3.8413 
 -17.5058  -13.5851   -4.1102   -0.5048   -1.1823   -2.3764   -3.2863   -3.8392 
 -18.3236  -14.1947   -4.0679   -0.5075   -1.1825   -2.3756   -3.2850   -3.8387 
 -16.9255  -12.7699   -3.7206   -0.5109   -1.1833   -2.3737   -3.2842   -3.8377 
 -15.6747  -11.2979   -3.3194   -0.5129   -1.1829   -2.3719   -3.2829   -3.8374 
 -14.2853  -10.3293   -3.0890   -0.5149   -1.1821   -2.3710   -3.2810   -3.8367 
 -13.4874   -9.9213   -2.9811   -0.5175   -1.1821   -2.3697   -3.2797   -3.8355 
 -13.8742  -10.2286   -2.9626   -0.5208   -1.1832   -2.3679   -3.2791   -3.8354 
 -12.7827   -9.5143   -2.8559   -0.5236   -1.1826   -2.3680   -3.2779   -3.8344 
 -12.6863   -9.1709   -2.7253   -0.5265   -1.1826   -2.3658   -3.2761   -3.8335 
 -12.5661   -8.9992   -2.6506   -0.5300   -1.1825   -2.3650   -3.2759   -3.8339 
 -13.1799   -9.1824   -2.6724   -0.5328   -1.1829   -2.3633   -3.2740   -3.8323 
 -23.7961  -13.8865   -3.4736   -0.5392   -1.1831   -2.3630   -3.2713   -3.8323 
 -25.6828  -17.8017   -4.4650   -0.5474   -1.1836   -2.3602   -3.2707   -3.8306 
 -22.0389  -16.3406   -4.3940   -0.5533   -1.1840   -2.3591   -3.2699   -3.8305 
 -23.0609  -16.5757   -4.4726   -0.5599   -1.1837   -2.3582   -3.2685   -3.8307 
 -25.3365  -18.0928   -4.8205   -0.5677   -1.1834   -2.3571   -3.2668   -3.8300 
 -21.4230  -16.8289   -4.7722   -0.5754   -1.1837   -2.3560   -3.2658   -3.8291 
 -18.5107  -14.8859   -4.4604   -0.5822   -1.1836   -2.3545   -3.2645   -3.8285 
 -17.3131  -13.6450   -4.1879   -0.5892   -1.1833   -2.3533   -3.2633   -3.8274 
 -19.5647  -14.1626   -4.2101   -0.5956   -1.1842   -2.3522   -3.2616   -3.8259 
 -21.0954  -14.7502   -4.2621   -0.6036   -1.1838   -2.3510   -3.2608   -3.8260 
 -21.8367  -17.5347   -4.9586   -0.6150   -1.1847   -2.3500   -3.2590   -3.8252 
 -18.8342  -14.5471   -4.4023   -0.6235   -1.1848   -2.3486   -3.2586   -3.8253 
 -20.0577  -13.4374   -3.8225   -0.6299   -1.1838   -2.3465   -3.2572   -3.8234 
 -23.6164  -16.0093   -4.4152   -0.6395   -1.1852   -2.3469   -3.2551   -3.8241 
 -30.2233  -20.8276   -5.4235   -0.6516   -1.1863   -2.3455   -3.2551   -3.8224 
 -37.3642  -27.0493   -7.0034   -0.6684   -1.1855   -2.3437   -3.2529   -3.8221 
 -38.8375  -29.9031   -8.0171   -0.6878   -1.1858   -2.3426   -3.2513   -3.8216 
 -37.4000  -29.4807   -8.3296   -0.7107   -1.1859   -2.3406   -3.2500   -3.8212 
 -37.7760  -30.0549   -8.6842   -0.7349   -1.1876   -2.3397   -3.2496   -3.8192 
 -36.8041  -29.6105   -8.8382   -0.7653   -1.1874   -2.3394   -3.2487   -3.8194 
 -35.8829  -28.6573   -8.8174   -0.8020   -1.1875   -2.3382   -3.2458   -3.8181 
 -32.7164  -26.5734   -8.5707   -0.8439   -1.1884   -2.3365   -3.2457   -3.8185 
 -23.5056  -21.2211   -7.7011   -0.8893   -1.1885   -2.3369   -3.2450   -3.8174 
 -25.6515  -19.3401   -7.0373   -0.9383   -1.1889   -2.3352   -3.2427   -3.8170 
 -23.0498  -16.8733   -6.4515   -0.9890   -1.1890   -2.3349   -3.2420   -3.8160 
 -30.9699  -22.3230   -7.3201   -1.0437   -1.1894   -2.3325   -3.2407   -3.8144 
 -32.0191  -23.6867   -7.6811   -1.0983   -1.1899   -2.3317   -3.2390   -3.8143 
 -32.0449  -24.2705   -7.8856   -1.1553   -1.1913   -2.3313   -3.2378   -3.8134 
 -31.7824  -24.3998   -8.0130   -1.2134   -1.1929   -2.3292   -3.2370   -3.8129 
 -28.4892  -22.9738   -7.8490   -1.2718   -1.1930   -2.3281   -3.2353   -3.8124 
 -27.8193  -20.9226   -7.3619   -1.3298   -1.1930   -2.3273   -3.2341   -3.8124 
 -18.7123  -16.2824   -6.5145   -1.3853   -1.1937   -2.3261   -3.2336   -3.8112 
 -11.9950  -10.6245   -5.2961   -1.4342   -1.1948   -2.3252   -3.2318   -3.8099 
 -18.9067  -13.0517   -5.3814   -1.4779   -1.1948   -2.3249   -3.2308   -3.8093 
 -12.4492  -10.5697   -4.9472   -1.5150   -1.1959   -2.3242   -3.2282   -3.8083 
  -9.9896   -7.8350   -4.3162   -1.5450   -1.1969   -2.3234   -3.2287   -3.8077 
 -12.4520   -9.6017   -4.4155   -1.5693   -1.1989   -2.3216   -3.2271   -3.8062 
 -14.1697  -10.9578   -4.6131   -1.5892   -1.2004   -2.3209   -3.2258   -3.8061 
  -9.3455   -8.1073   -4.0449   -1.6054   -1.2027   -2.3202   -3.2243   -3.8051 
  -9.8439   -7.9469   -3.8676   -1.6167   -1.2052   -2.3191   -3.2239   -3.8053 
 -12.3724   -8.8919   -3.9880   -1.6283   -1.2069   -2.3183   -3.2226   -3.8043 
 -12.3639   -8.6750   -3.8689   -1.6386   -1.2089   -2.3171   -3.2210   -3.8030 
 -12.8907   -9.3577   -3.9169   -1.6467   -1.2121   -2.3154   -3.2202   -3.8025 
 -12.6547   -9.1420   -3.8920   -1.6546   -1.2162   -2.3146   -3.2190   -3.8009 
 -11.3773   -8.7364   -3.7328   -1.6614   -1.2201   -2.3135   -3.2184   -3.8015 
 -12.9965   -9.5809   -3.8734   -1.6679   -1.2245   -2.3132   -3.2170   -3.8006 
 -14.4587  -10.3484   -4.0456   -1.6777   -1.2289   -2.3119   -3.2160   -3.7995 
 -15.4536  -10.7439   -4.1683   -1.6886   -1.2356   -2.3115   -3.2144   -3.7995 
 -21.4957  -14.6163   -4.8997   -1.7047   -1.2408   -2.3106   -3.2130   -3.7983 
 -18.1081  -13.4312   -4.8571   -1.7219   -1.2479   -2.3096   -3.2114   -3.7975 
 -17.2825  -12.7642   -4.7494   -1.7412   -1.2545   -2.3093   -3.2097   -3.7971 
 -16.9980  -12.4605   -4.6940   -1.7602   -1.2608   -2.3090   -3.2092   -3.7962 
 -19.0513  -13.3637   -4.8526   -1.7802   -1.2688   -2.3065   -3.2087   -3.7967 
 -22.4733  -15.2184   -5.2140   -1.8011   -1.2765   -2.3063   -3.2072   -3.7955 
 -29.2310  -20.6517   -6.4308   -1.8280   -1.2861   -2.3044   -3.2069   -3.7947 
 -31.3345  -22.5169   -7.0739   -1.8616   -1.2935   -2.3041   -3.2050   -3.7936 
 -35.4318  -26.3732   -8.2211   -1.9058   -1.3027   -2.3036   -3.2027   -3.7939 
 -36.6440  -27.8235   -8.8842   -1.9599   -1.3119   -2.3031   -3.2038   -3.7929 
 -36.2805  -28.6048   -9.4088   -2.0269   -1.3217   -2.3019   -3.2016   -3.7925 
 -39.3328  -31.0673  -10.1834   -2.1067   -1.3300   -2.3015   -3.2001   -3.7912 
 -34.1525  -27.3777   -9.6332   -2.1957   -1.3408   -2.3012   -3.1990   -3.7904 
 -38.5389  -29.7775  -10.2030   -2.2949   -1.3512   -2.3003   -3.1990   -3.7901 
 -35.0736  -27.3104   -9.8569   -2.3973   -1.3619   -2.2997   -3.1968   -3.7897 
 -33.6083  -26.0717   -9.7052   -2.5008   -1.3714   -2.2994   -3.1962   -3.7888 
 -28.9844  -22.0071   -8.8989   -2.6013   -1.3825   -2.2986   -3.1942   -3.7884 
 -26.1916  -19.5736   -8.3450   -2.6940   -1.3941   -2.2984   -3.1946   -3.7862 
 -25.7486  -18.9465   -8.1235   -2.7776   -1.4055   -2.2976   -3.1938   -3.7863 
 -25.0474  -18.1412   -7.9056   -2.8484   -1.4174   -2.2968   -3.1918   -3.7851 
 -23.9544  -17.4476   -7.7193   -2.9113   -1.4307   -2.2956   -3.1911   -3.7850 
 -23.6760  -17.2270   -7.5799   -2.9669   -1.4438   -2.2959   -3.1887   -3.7839 
 -30.2440  -20.1555   -8.2573   -3.0202   -1.4576   -2.2961   -3.1884   -3.7834 
 -36.2640  -24.9383   -9.4633   -3.0821   -1.4727   -2.2951   -3.1873   -3.7823 
 -33.0009  -24.5127   -9.5922   -3.1472   -1.4875   -2.2950   -3.1866   -3.7818 
 -32.4160  -23.2148   -9.3315   -3.2140   -1.5040   -2.2953   -3.1857   -3.7821 
 -24.5514  -19.9152   -8.7829   -3.2834   -1.5206   -2.2949   -3.1848   -3.7807 
 -29.7047  -21.2278   -8.8764   -3.3487   -1.5382   -2.2940   -3.1829   -3.7796 
 -30.1752  -21.8105   -9.0348   -3.4100   -1.5570   -2.2948   -3.1817   -3.7789 
 -24.7982  -20.0447   -8.8383   -3.4688   -1.5759   -2.2940   -3.1814   -3.7781 
 -25.2124  -17.5509   -8.1916   -3.5233   -1.5947   -2.2942   -3.1806   -3.7776 
 -28.1753  -20.3404   -8.7969   -3.5768   -1.6155   -2.2931   -3.1796   -3.7766 
 -33.9166  -24.1771   -9.6691   -3.6318   -1.6364   -2.2940   -3.1775   -3.7768 
 -32.9818  -24.6479  -10.0621   -3.6909   -1.6582   -2.2940   -3.1779   -3.7756 
 -22.8667  -19.0342   -9.1151   -3.7547   -1.6805   -2.2934   -3.1756   -3.7752 
 -23.3236  -20.9545   -9.3805   -3.8200   -1.7031   -2.2945   -3.1757   -3.7746 
 -20.1418  -16.6305   -8.2070   -3.8733   -1.7274   -2.2942   -3.1740   -3.7739 
 -22.3611  -17.8242   -8.3681   -3.9175   -1.7517   -2.2941   -3.1733   -3.7736 
 -26.9464  -21.2205   -9.1709   -3.9596   -1.7763   -2.2938   -3.1723   -3.7731 
 -32.1982  -24.4492   -9.9027   -4.0092   -1.8011   -2.2943   -3.1711   -3.7727 
 -19.0514  -17.2748   -8.7306   -4.0586   -1.8275   -2.2952   -3.1695   -3.7696 
 -21.1029  -16.8999   -8.4640   -4.1081   -1.8527   -2.2952   -3.1691   -3.7701 
 -17.0616  -15.0134   -8.0286   -4.1532   -1.8801   -2.2958   -3.1677   -3.7692 
 -18.5887  -14.7627   -7.8048   -4.1875   -1.9077   -2.2961   -3.1673   -3.7690 
 -19.2787  -14.8618   -7.7668   -4.2168   -1.9355   -2.2965   -3.1657   -3.7673 
 -31.0757  -22.9353   -9.4433   -4.2492   -1.9629   -2.2973   -3.1647   -3.7666 
 -33.5880  -25.4077  -10.2813   -4.2901   -1.9914   -2.2988   -3.1639   -3.7668 
