Date,Time,cm_0,cm_50,cm_75,cm_150,cm_250,cm_400
12/3/2017,22:00:00,-9.954,-1.641,537.327,537.327,-0.199,-0.227
13/03/2017,0:00:00,-9.816,-1.641,537.327,537.327,-0.199,-0.227
13/03/2017,2:00:00,-9.747,-1.641,537.327,537.327,-0.199,-0.227
13/03/2017,4:00:00,-9.644,-1.641,537.327,537.327,-0.199,-0.227
13/03/2017,6:00:00,-9.542,-1.641,537.327,537.327,-0.199,-0.227
13/03/2017,8:00:00,-9.473,-1.641,537.327,537.327,-0.199,-0.227
13/03/2017,10:00:00,-9.405,-1.67,537.327,537.327,-0.199,-0.227
13/03/2017,12:00:00,-9.337,-1.641,537.327,537.327,-0.199,-0.199
13/03/2017,14:00:00,-9.202,-1.641,537.327,537.327,-0.171,-0.199
13/03/2017,16:00:00,-8.198,-1.641,537.327,537.327,-0.171,-0.199
13/03/2017,18:00:00,-7.478,-1.641,537.327,537.327,-0.171,-0.199
13/03/2017,20:00:00,-7.413,-1.641,537.327,537.327,-0.171,-0.199
13/03/2017,22:00:00,-7.381,-1.641,537.327,537.327,-0.171,-0.199
14/03/2017,0:00:00,-7.316,-1.641,537.327,537.327,-0.171,-0.199
14/03/2017,2:00:00,-7.219,-1.641,537.327,537.327,-0.199,-0.227
14/03/2017,4:00:00,-7.155,-1.641,537.327,537.327,-0.199,-0.227
14/03/2017,6:00:00,-7.058,-1.641,537.327,537.327,-0.199,-0.227
14/03/2017,8:00:00,-7.026,-1.641,537.327,537.327,-0.199,-0.227
14/03/2017,10:00:00,-6.962,-1.641,537.327,537.327,-0.199,-0.227
14/03/2017,12:00:00,-6.898,-1.641,537.327,537.327,-0.171,-0.227
14/03/2017,14:00:00,-6.802,-1.641,537.327,537.327,-0.171,-0.199
14/03/2017,16:00:00,-6.674,-1.613,537.327,537.327,-0.171,-0.199
14/03/2017,18:00:00,-6.42,-1.613,537.327,537.327,-0.171,-0.199
14/03/2017,20:00:00,-5.979,-1.613,537.327,537.327,-0.171,-0.199
14/03/2017,22:00:00,-5.729,-1.584,537.327,537.327,-0.171,-0.199
15/03/2017,0:00:00,-5.605,-1.584,537.327,537.327,-0.171,-0.199
15/03/2017,2:00:00,-5.48,-1.584,537.327,537.327,-0.171,-0.199
15/03/2017,4:00:00,-5.357,-1.584,537.327,537.327,-0.199,-0.227
15/03/2017,6:00:00,-5.264,-1.584,537.327,537.327,-0.199,-0.227
15/03/2017,8:00:00,-5.202,-1.556,537.327,537.327,-0.199,-0.227
15/03/2017,10:00:00,-5.141,-1.556,537.327,537.327,-0.199,-0.227
15/03/2017,12:00:00,-5.049,-1.527,537.327,537.327,-0.171,-0.199
15/03/2017,14:00:00,-4.957,-1.527,537.327,537.327,-0.171,-0.199
15/03/2017,16:00:00,-4.895,-1.527,537.327,537.327,-0.171,-0.199
15/03/2017,18:00:00,-4.804,-1.498,537.327,537.327,-0.171,-0.199
15/03/2017,20:00:00,-4.712,-1.498,537.327,537.327,-0.199,-0.227
15/03/2017,22:00:00,-4.712,-1.498,537.327,537.327,-0.199,-0.227
16/03/2017,0:00:00,-4.804,-1.47,537.327,537.327,-0.199,-0.227
16/03/2017,2:00:00,-4.865,-1.47,537.327,537.327,-0.199,-0.227
16/03/2017,4:00:00,-4.773,-1.47,537.327,537.327,-0.199,-0.227
16/03/2017,6:00:00,-4.773,-1.47,537.327,537.327,-0.199,-0.227
16/03/2017,8:00:00,-4.895,-1.441,537.327,537.327,-0.199,-0.227
16/03/2017,10:00:00,-4.957,-1.441,537.327,537.327,-0.199,-0.227
16/03/2017,12:00:00,-4.865,-1.413,537.327,537.327,-0.199,-0.227
16/03/2017,14:00:00,-4.773,-1.413,537.327,537.327,-0.199,-0.227
16/03/2017,16:00:00,-4.743,-1.413,537.327,537.327,-0.199,-0.227
16/03/2017,18:00:00,-4.743,-1.384,537.327,537.327,-0.199,-0.227
16/03/2017,20:00:00,-4.865,-1.384,537.327,537.327,-0.199,-0.227
16/03/2017,22:00:00,-4.987,-1.356,537.327,537.327,-0.199,-0.227
17/03/2017,0:00:00,-5.079,-1.356,537.327,537.327,-0.199,-0.227
17/03/2017,2:00:00,-5.172,-1.356,537.327,537.327,-0.199,-0.227
17/03/2017,4:00:00,-5.233,-1.356,537.327,537.327,-0.199,-0.227
17/03/2017,6:00:00,-5.295,-1.356,537.327,537.327,-0.199,-0.227
17/03/2017,8:00:00,-5.357,-1.327,537.327,537.327,-0.199,-0.227
17/03/2017,10:00:00,-5.449,-1.327,537.327,537.327,-0.199,-0.227
17/03/2017,12:00:00,-5.326,-1.327,537.327,537.327,-0.199,-0.227
17/03/2017,14:00:00,-5.388,-1.299,537.327,537.327,-0.199,-0.227
17/03/2017,16:00:00,-5.357,-1.299,537.327,537.327,-0.199,-0.227
17/03/2017,18:00:00,-5.357,-1.299,537.327,537.327,-0.199,-0.227
17/03/2017,20:00:00,-5.295,-1.299,537.327,537.327,-0.199,-0.227
17/03/2017,22:00:00,-5.295,-1.299,537.327,537.327,-0.199,-0.227
18/03/2017,0:00:00,-5.295,-1.299,537.327,537.327,-0.199,-0.227
18/03/2017,2:00:00,-5.326,-1.299,537.327,537.327,-0.199,-0.227
18/03/2017,4:00:00,-5.357,-1.299,537.327,537.327,-0.199,-0.227
18/03/2017,6:00:00,-5.418,-1.27,537.327,537.327,-0.199,-0.227
18/03/2017,8:00:00,-5.48,-1.27,537.327,537.327,-0.199,-0.227
18/03/2017,10:00:00,-5.542,-1.27,537.327,537.327,-0.199,-0.227
18/03/2017,12:00:00,-5.511,-1.27,537.327,537.327,-0.199,-0.227
18/03/2017,14:00:00,-5.511,-1.27,537.327,537.327,-0.199,-0.227
18/03/2017,16:00:00,-5.511,-1.27,537.327,537.327,-0.199,-0.227
18/03/2017,18:00:00,-5.511,-1.27,537.327,537.327,-0.199,-0.227
18/03/2017,20:00:00,-5.48,-1.27,537.327,537.327,-0.199,-0.227
18/03/2017,22:00:00,-5.48,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,0:00:00,-5.636,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,2:00:00,-5.729,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,4:00:00,-5.791,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,6:00:00,-5.854,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,8:00:00,-5.979,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,10:00:00,-6.168,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,12:00:00,-6.136,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,14:00:00,-6.136,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,16:00:00,-6.168,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,18:00:00,-6.168,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,20:00:00,-6.199,-1.27,537.327,537.327,-0.199,-0.227
19/03/2017,22:00:00,-6.294,-1.27,537.327,537.327,-0.199,-0.227
20/03/2017,0:00:00,-6.579,-1.27,537.327,537.327,-0.199,-0.227
20/03/2017,2:00:00,-6.77,-1.27,537.327,537.327,-0.199,-0.227
20/03/2017,4:00:00,-6.962,-1.299,537.327,537.327,-0.199,-0.227
20/03/2017,6:00:00,-7.155,-1.299,537.327,537.327,-0.199,-0.227
20/03/2017,8:00:00,-7.348,-1.299,537.327,537.327,-0.199,-0.227
20/03/2017,10:00:00,-7.51,-1.299,537.327,537.327,-0.199,-0.227
20/03/2017,12:00:00,-7.51,-1.299,537.327,537.327,-0.199,-0.227
20/03/2017,14:00:00,-7.51,-1.299,537.327,537.327,-0.199,-0.227
20/03/2017,16:00:00,-7.284,-1.327,537.327,537.327,-0.171,-0.199
20/03/2017,18:00:00,-7.187,-1.327,537.327,537.327,-0.199,-0.199
20/03/2017,20:00:00,-7.187,-1.327,537.327,537.327,-0.199,-0.227
20/03/2017,22:00:00,-7.251,-1.356,537.327,537.327,-0.199,-0.227
21/03/2017,0:00:00,-7.187,-1.356,537.327,537.327,-0.199,-0.227
21/03/2017,2:00:00,-7.155,-1.356,537.327,537.327,-0.199,-0.227
21/03/2017,4:00:00,-7.219,-1.384,537.327,537.327,-0.199,-0.227
21/03/2017,6:00:00,-7.251,-1.384,537.327,537.327,-0.199,-0.227
21/03/2017,8:00:00,-7.187,-1.384,537.327,537.327,-0.199,-0.227
21/03/2017,10:00:00,-7.251,-1.413,537.327,537.327,-0.199,-0.227
21/03/2017,12:00:00,-7.284,-1.413,537.327,537.327,-0.199,-0.227
21/03/2017,14:00:00,-7.219,-1.413,537.327,537.327,-0.171,-0.199
21/03/2017,16:00:00,-7.122,-1.413,537.327,537.327,-0.171,-0.199
21/03/2017,18:00:00,-7.026,-1.413,537.327,537.327,-0.171,-0.199
21/03/2017,20:00:00,-6.93,-1.441,537.327,537.327,-0.199,-0.199
21/03/2017,22:00:00,-6.834,-1.441,537.327,537.327,-0.199,-0.227
22/03/2017,0:00:00,-6.738,-1.441,537.327,537.327,-0.199,-0.227
22/03/2017,2:00:00,-6.642,-1.47,537.327,537.327,-0.199,-0.227
22/03/2017,4:00:00,-6.547,-1.47,537.327,537.327,-0.199,-0.227
22/03/2017,6:00:00,-6.452,-1.47,537.327,537.327,-0.199,-0.227
22/03/2017,8:00:00,-6.357,-1.47,537.327,537.327,-0.199,-0.227
22/03/2017,10:00:00,-6.262,-1.47,537.327,537.327,-0.199,-0.227
22/03/2017,12:00:00,-6.168,-1.47,537.327,537.327,-0.199,-0.227
22/03/2017,14:00:00,-6.042,-1.47,537.327,537.327,-0.199,-0.227
22/03/2017,16:00:00,-5.948,-1.47,537.327,537.327,-0.199,-0.199
22/03/2017,18:00:00,-5.854,-1.47,537.327,537.327,-0.199,-0.199
22/03/2017,20:00:00,-5.76,-1.47,537.327,537.327,-0.199,-0.227
22/03/2017,22:00:00,-5.698,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,0:00:00,-5.636,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,2:00:00,-5.574,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,4:00:00,-5.511,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,6:00:00,-5.48,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,8:00:00,-5.449,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,10:00:00,-5.418,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,12:00:00,-5.418,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,14:00:00,-5.388,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,16:00:00,-5.357,-1.47,537.327,537.327,-0.199,-0.227
23/03/2017,18:00:00,-5.326,-1.441,537.327,537.327,-0.199,-0.227
23/03/2017,20:00:00,-5.264,-1.441,537.327,537.327,-0.199,-0.227
23/03/2017,22:00:00,-5.233,-1.441,537.327,537.327,-0.199,-0.227
24/03/2017,0:00:00,-5.172,-1.441,537.327,537.327,-0.199,-0.227
24/03/2017,2:00:00,-5.172,-1.441,537.327,537.327,-0.199,-0.227
24/03/2017,4:00:00,-5.172,-1.441,537.327,537.327,-0.199,-0.227
24/03/2017,6:00:00,-5.202,-1.413,537.327,537.327,-0.199,-0.227
24/03/2017,8:00:00,-5.202,-1.413,537.327,537.327,-0.199,-0.227
24/03/2017,10:00:00,-5.233,-1.413,537.327,537.327,-0.199,-0.227
24/03/2017,12:00:00,-5.295,-1.413,537.327,537.327,-0.199,-0.227
24/03/2017,14:00:00,-5.295,-1.413,537.327,537.327,-0.199,-0.227
24/03/2017,16:00:00,-5.264,-1.413,537.327,537.327,-0.199,-0.227
24/03/2017,18:00:00,-5.202,-1.413,537.327,537.327,-0.171,-0.199
24/03/2017,20:00:00,-5.141,-1.384,537.327,537.327,-0.171,-0.199
24/03/2017,22:00:00,-5.079,-1.384,537.327,537.327,-0.171,-0.227
25/03/2017,0:00:00,-5.018,-1.384,537.327,537.327,-0.199,-0.227
25/03/2017,2:00:00,-4.957,-1.384,537.327,537.327,-0.199,-0.199
25/03/2017,4:00:00,-4.895,-1.384,537.327,537.327,-0.199,-0.227
25/03/2017,6:00:00,-4.834,-1.384,537.327,537.327,-0.199,-0.199
25/03/2017,8:00:00,-4.773,-1.384,537.327,537.327,-0.199,-0.227
25/03/2017,10:00:00,-4.743,-1.384,537.327,537.327,-0.199,-0.199
25/03/2017,12:00:00,-4.682,-1.356,537.327,537.327,-0.199,-0.199
25/03/2017,14:00:00,-4.621,-1.356,537.327,537.327,-0.199,-0.227
25/03/2017,16:00:00,-4.56,-1.356,537.327,537.327,-0.199,-0.199
25/03/2017,18:00:00,-4.499,-1.356,537.327,537.327,-0.171,-0.199
25/03/2017,20:00:00,-4.469,-1.356,537.327,537.327,-0.171,-0.199
25/03/2017,22:00:00,-4.378,-1.356,537.327,537.327,-0.199,-0.199
26/03/2017,0:00:00,-4.318,-1.356,537.327,537.327,-0.199,-0.227
26/03/2017,2:00:00,-4.287,-1.356,537.327,537.327,-0.199,-0.227
26/03/2017,4:00:00,-4.227,-1.356,537.327,537.327,-0.199,-0.199
26/03/2017,6:00:00,-4.167,-1.356,537.327,537.327,-0.199,-0.227
26/03/2017,8:00:00,-4.106,-1.327,537.327,537.327,-0.199,-0.227
26/03/2017,10:00:00,-4.076,-1.327,537.327,537.327,-0.199,-0.227
26/03/2017,12:00:00,-4.046,-1.327,537.327,537.327,-0.199,-0.199
26/03/2017,14:00:00,-3.986,-1.327,537.327,537.327,-0.199,-0.199
26/03/2017,16:00:00,-3.956,-1.327,537.327,537.327,-0.171,-0.199
26/03/2017,18:00:00,-3.926,-1.299,537.327,537.327,-0.171,-0.199
26/03/2017,20:00:00,-3.866,-1.299,537.327,537.327,-0.171,-0.199
26/03/2017,22:00:00,-3.807,-1.299,537.327,537.327,-0.171,-0.199
27/03/2017,0:00:00,-3.777,-1.299,537.327,537.327,-0.171,-0.227
27/03/2017,2:00:00,-3.717,-1.299,537.327,537.327,-0.199,-0.227
27/03/2017,4:00:00,-3.687,-1.299,537.327,537.327,-0.199,-0.227
27/03/2017,6:00:00,-3.657,-1.27,537.327,537.327,-0.199,-0.227
27/03/2017,8:00:00,-3.627,-1.27,537.327,537.327,-0.199,-0.199
27/03/2017,10:00:00,-3.598,-1.27,537.327,537.327,-0.199,-0.199
27/03/2017,12:00:00,-3.568,-1.27,537.327,537.327,-0.171,-0.199
27/03/2017,14:00:00,-3.538,-1.242,537.327,537.327,-0.171,-0.199
27/03/2017,16:00:00,-3.508,-1.242,537.327,537.327,-0.171,-0.199
27/03/2017,18:00:00,-3.479,-1.242,537.327,537.327,-0.171,-0.199
27/03/2017,20:00:00,-3.39,-1.242,537.327,537.327,-0.171,-0.199
27/03/2017,22:00:00,-3.36,-1.242,537.327,537.327,-0.171,-0.199
28/03/2017,0:00:00,-3.33,-1.242,537.327,537.327,-0.199,-0.227
28/03/2017,2:00:00,-3.271,-1.242,537.327,537.327,-0.199,-0.227
28/03/2017,4:00:00,-3.271,-1.213,537.327,537.327,-0.199,-0.227
28/03/2017,6:00:00,-3.242,-1.213,537.327,537.327,-0.199,-0.227
28/03/2017,8:00:00,-3.271,-1.213,537.327,537.327,-0.199,-0.227
28/03/2017,10:00:00,-3.242,-1.213,537.327,537.327,-0.199,-0.227
28/03/2017,12:00:00,-3.212,-1.185,537.327,537.327,-0.199,-0.199
28/03/2017,14:00:00,-3.242,-1.185,537.327,537.327,-0.171,-0.199
28/03/2017,16:00:00,-3.212,-1.185,537.327,537.327,-0.171,-0.199
28/03/2017,18:00:00,-3.183,-1.185,537.327,537.327,-0.171,-0.199
28/03/2017,20:00:00,-3.124,-1.185,537.327,537.327,-0.171,-0.199
28/03/2017,22:00:00,-3.094,-1.185,537.327,537.327,-0.171,-0.199
29/03/2017,0:00:00,-3.065,-1.185,537.327,537.327,-0.199,-0.227
29/03/2017,2:00:00,-3.035,-1.157,537.327,537.327,-0.199,-0.227
29/03/2017,4:00:00,-3.035,-1.157,537.327,537.327,-0.199,-0.227
29/03/2017,6:00:00,-3.065,-1.157,537.327,537.327,-0.199,-0.227
29/03/2017,8:00:00,-3.094,-1.157,537.327,537.327,-0.199,-0.227
29/03/2017,10:00:00,-3.124,-1.128,537.327,537.327,-0.199,-0.199
29/03/2017,12:00:00,-3.153,-1.128,537.327,537.327,-0.171,-0.199
29/03/2017,14:00:00,-3.153,-1.128,537.327,537.327,-0.171,-0.199
29/03/2017,16:00:00,-2.859,-1.128,537.327,537.327,-0.171,-0.199
29/03/2017,18:00:00,-2.45,-1.128,537.327,537.327,-0.171,-0.199
29/03/2017,20:00:00,-2.102,-1.128,537.327,537.327,-0.171,-0.199
29/03/2017,22:00:00,-2.044,-1.128,537.327,537.327,-0.171,-0.199
30/03/2017,0:00:00,-2.073,-1.1,537.327,537.327,-0.171,-0.199
30/03/2017,2:00:00,-2.073,-1.1,537.327,537.327,-0.171,-0.199
30/03/2017,4:00:00,-2.102,-1.1,537.327,537.327,-0.171,-0.199
30/03/2017,6:00:00,-2.073,-1.1,537.327,537.327,-0.171,-0.199
30/03/2017,8:00:00,-2.073,-1.1,537.327,537.327,-0.199,-0.227
30/03/2017,10:00:00,-2.073,-1.071,537.327,537.327,-0.171,-0.199
30/03/2017,12:00:00,-2.015,-1.071,537.327,537.327,-0.171,-0.199
30/03/2017,14:00:00,-1.871,-1.071,537.327,537.327,-0.171,-0.199
30/03/2017,16:00:00,-0.789,-1.071,537.327,537.327,-0.171,-0.199
30/03/2017,18:00:00,-0.535,-1.071,537.327,537.327,-0.171,-0.199
30/03/2017,20:00:00,-0.479,-1.043,537.327,537.327,-0.171,-0.199
30/03/2017,22:00:00,-0.507,-1.043,537.327,537.327,-0.171,-0.199
31/03/2017,0:00:00,-0.563,-1.043,537.327,537.327,-0.171,-0.227
31/03/2017,2:00:00,-0.62,-1.015,537.327,537.327,-0.199,-0.199
31/03/2017,4:00:00,-0.676,-1.015,537.327,537.327,-0.199,-0.199
31/03/2017,6:00:00,-0.732,-1.015,537.327,537.327,-0.171,-0.199
31/03/2017,8:00:00,-0.789,-1.015,537.327,537.327,-0.171,-0.199
31/03/2017,10:00:00,-0.817,-0.986,537.327,537.327,-0.171,-0.199
31/03/2017,12:00:00,-0.845,-0.986,537.327,537.327,-0.171,-0.199
31/03/2017,14:00:00,-0.227,-0.958,537.327,537.327,-0.171,-0.199
31/03/2017,16:00:00,-0.06,-0.958,537.327,537.327,-0.171,-0.199
31/03/2017,18:00:00,-0.06,-0.958,537.327,537.327,-0.171,-0.199
31/03/2017,20:00:00,-0.06,-0.93,537.327,537.327,-0.171,-0.199
31/03/2017,22:00:00,-0.06,-0.93,537.327,537.327,-0.171,-0.199
1/4/2017,0:00:00,-0.06,-0.902,537.327,537.327,-0.171,-0.199
1/4/2017,2:00:00,-0.06,-0.902,537.327,537.327,-0.199,-0.227
1/4/2017,4:00:00,-0.116,-0.902,537.327,537.327,-0.199,-0.227
1/4/2017,6:00:00,-0.171,-0.873,537.327,537.327,-0.199,-0.227
1/4/2017,8:00:00,-0.227,-0.873,537.327,537.327,-0.171,-0.199
1/4/2017,10:00:00,-0.255,-0.873,537.327,537.327,-0.171,-0.199
1/4/2017,12:00:00,-0.255,-0.845,537.327,537.327,-0.171,-0.199
1/4/2017,14:00:00,-0.088,-0.845,537.327,537.327,-0.171,-0.199
1/4/2017,16:00:00,-0.06,-0.845,537.327,537.327,-0.171,-0.199
1/4/2017,18:00:00,-0.06,-0.817,537.327,537.327,-0.171,-0.199
1/4/2017,20:00:00,-0.06,-0.817,537.327,537.327,-0.171,-0.199
1/4/2017,22:00:00,-0.06,-0.817,537.327,537.327,-0.171,-0.199
2/4/2017,0:00:00,-0.06,-0.789,537.327,537.327,-0.199,-0.227
2/4/2017,2:00:00,-0.116,-0.789,537.327,537.327,-0.199,-0.227
2/4/2017,4:00:00,-0.199,-0.789,537.327,537.327,-0.199,-0.227
2/4/2017,6:00:00,-0.283,-0.789,537.327,537.327,-0.199,-0.227
2/4/2017,8:00:00,-0.311,-0.76,537.327,537.327,-0.199,-0.227
2/4/2017,10:00:00,-0.227,-0.76,537.327,537.327,-0.171,-0.199
2/4/2017,12:00:00,-0.171,-0.76,537.327,537.327,-0.171,-0.199
2/4/2017,14:00:00,-0.088,-0.732,537.327,537.327,-0.171,-0.199
2/4/2017,16:00:00,-0.06,-0.732,537.327,537.327,-0.171,-0.199
2/4/2017,18:00:00,-0.06,-0.732,537.327,537.327,-0.171,-0.199
2/4/2017,20:00:00,-0.06,-0.732,537.327,537.327,-0.171,-0.199
2/4/2017,22:00:00,-0.06,-0.732,537.327,537.327,-0.171,-0.227
3/4/2017,0:00:00,-0.088,-0.704,537.327,537.327,-0.199,-0.227
3/4/2017,2:00:00,-0.199,-0.704,537.327,537.327,-0.199,-0.227
3/4/2017,4:00:00,-0.367,-0.704,537.327,537.327,-0.199,-0.227
3/4/2017,6:00:00,-0.563,-0.704,537.327,537.327,-0.199,-0.227
3/4/2017,8:00:00,-0.648,-0.676,537.327,537.327,-0.199,-0.227
3/4/2017,10:00:00,-0.423,-0.676,537.327,537.327,-0.171,-0.199
3/4/2017,12:00:00,-0.283,-0.676,537.327,537.327,-0.171,-0.199
3/4/2017,14:00:00,-0.227,-0.676,537.327,537.327,-0.171,-0.199
3/4/2017,16:00:00,-0.199,-0.648,537.327,537.327,-0.171,-0.199
3/4/2017,18:00:00,-0.171,-0.648,537.327,537.327,-0.171,-0.199
3/4/2017,20:00:00,-0.143,-0.648,537.327,537.327,-0.171,-0.199
3/4/2017,22:00:00,-0.227,-0.648,537.327,537.327,-0.199,-0.227
4/4/2017,0:00:00,-0.311,-0.648,537.327,537.327,-0.199,-0.227
4/4/2017,2:00:00,-0.591,-0.648,537.327,537.327,-0.199,-0.227
4/4/2017,4:00:00,-0.789,-0.62,537.327,537.327,-0.199,-0.227
4/4/2017,6:00:00,-0.958,-0.62,537.327,537.327,-0.199,-0.227
4/4/2017,8:00:00,-1.185,-0.62,537.327,537.327,-0.199,-0.227
4/4/2017,10:00:00,-0.958,-0.62,537.327,537.327,-0.171,-0.199
4/4/2017,12:00:00,-0.732,-0.62,537.327,537.327,-0.171,-0.199
4/4/2017,14:00:00,-0.62,-0.591,537.327,537.327,-0.171,-0.199
4/4/2017,16:00:00,-0.507,-0.591,537.327,537.327,-0.171,-0.199
4/4/2017,18:00:00,-0.395,-0.591,537.327,537.327,-0.171,-0.199
4/4/2017,20:00:00,-0.311,-0.591,537.327,537.327,-0.171,-0.199
4/4/2017,22:00:00,-0.283,-0.591,537.327,537.327,-0.171,-0.199
5/4/2017,0:00:00,-0.283,-0.591,537.327,537.327,-0.171,-0.199
5/4/2017,2:00:00,-0.283,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,4:00:00,-0.283,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,6:00:00,-0.283,-0.563,537.327,537.327,-0.199,-0.199
5/4/2017,8:00:00,-0.311,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,10:00:00,-0.311,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,12:00:00,-0.255,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,14:00:00,-0.06,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,16:00:00,-0.06,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,18:00:00,-0.06,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,20:00:00,-0.06,-0.563,537.327,537.327,-0.171,-0.199
5/4/2017,22:00:00,-0.06,-0.563,537.327,537.327,-0.171,-0.199
6/4/2017,0:00:00,-0.06,-0.535,537.327,537.327,-0.199,-0.199
6/4/2017,2:00:00,-0.06,-0.535,537.327,537.327,-0.199,-0.199
6/4/2017,4:00:00,-0.116,-0.535,537.327,537.327,-0.199,-0.227
6/4/2017,6:00:00,-0.283,-0.535,537.327,537.327,-0.199,-0.227
6/4/2017,8:00:00,-0.395,-0.535,537.327,537.327,-0.199,-0.227
6/4/2017,10:00:00,-0.171,-0.507,537.327,537.327,-0.171,-0.199
6/4/2017,12:00:00,-0.06,-0.507,537.327,537.327,-0.171,-0.199
6/4/2017,14:00:00,-0.06,-0.507,537.327,537.327,-0.171,-0.199
6/4/2017,16:00:00,-0.032,-0.507,537.327,537.327,-0.171,-0.199
6/4/2017,18:00:00,-0.032,-0.507,537.327,537.327,-0.171,-0.199
6/4/2017,20:00:00,-0.032,-0.507,537.327,537.327,-0.171,-0.199
6/4/2017,22:00:00,-0.06,-0.507,537.327,537.327,-0.199,-0.227
7/4/2017,0:00:00,-0.171,-0.507,537.327,537.327,-0.199,-0.227
7/4/2017,2:00:00,-0.451,-0.507,537.327,537.327,-0.199,-0.227
7/4/2017,4:00:00,-0.648,-0.507,537.327,537.327,-0.199,-0.227
7/4/2017,6:00:00,-0.732,-0.507,537.327,537.327,-0.199,-0.227
7/4/2017,8:00:00,-0.817,-0.479,537.327,537.327,-0.199,-0.227
7/4/2017,10:00:00,-0.395,-0.479,537.327,537.327,-0.171,-0.199
7/4/2017,12:00:00,-0.171,-0.479,537.327,537.327,-0.171,-0.199
7/4/2017,14:00:00,-0.06,-0.479,537.327,537.327,-0.171,-0.199
7/4/2017,16:00:00,-0.06,-0.479,537.327,537.327,-0.171,-0.199
7/4/2017,18:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
7/4/2017,20:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
7/4/2017,22:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
8/4/2017,0:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
8/4/2017,2:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
8/4/2017,4:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
8/4/2017,6:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
8/4/2017,8:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
8/4/2017,10:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
8/4/2017,12:00:00,-0.032,-0.451,537.327,537.327,-0.171,-0.199
8/4/2017,14:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.199
8/4/2017,16:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.199
8/4/2017,18:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.199
8/4/2017,20:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.199
8/4/2017,22:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.199
9/4/2017,0:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.199
9/4/2017,2:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.199
9/4/2017,4:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.227
9/4/2017,6:00:00,-0.032,-0.423,537.327,537.327,-0.199,-0.199
9/4/2017,8:00:00,-0.032,-0.423,537.327,537.327,-0.171,-0.199
9/4/2017,10:00:00,-0.032,-0.395,537.327,537.327,-0.171,-0.199
9/4/2017,12:00:00,-0.004,-0.395,537.327,537.327,-0.171,-0.199
9/4/2017,14:00:00,-0.004,-0.395,537.327,537.327,-0.171,-0.199
9/4/2017,16:00:00,-0.032,-0.395,537.327,537.327,-0.171,-0.199
9/4/2017,18:00:00,-0.032,-0.395,537.327,537.327,-0.171,-0.199
9/4/2017,20:00:00,-0.032,-0.395,537.327,537.327,-0.171,-0.199
9/4/2017,22:00:00,-0.06,-0.395,537.327,537.327,-0.171,-0.199
10/4/2017,0:00:00,-0.032,-0.395,537.327,537.327,-0.171,-0.227
10/4/2017,2:00:00,-0.032,-0.395,537.327,537.327,-0.171,-0.227
10/4/2017,4:00:00,-0.032,-0.395,537.327,537.327,-0.171,-0.199
