Date,Time,cm_0,cm_50,cm_75,cm_150,cm_250,cm_400
19/08/2016,12:00:00,-11111,-11111,-11111,-11111,-11111,-11111
19/08/2016,14:00:00,-11111,-11111,-11111,-11111,-11111,-11111
19/08/2016,16:00:00,-11111,-11111,-11111,-11111,-11111,-11111
19/08/2016,18:00:00,20.531,9.114,1.751,-0.06,-0.004,-0.088
19/08/2016,20:00:00,17.177,8.817,1.344,-0.06,-0.06,-0.088
19/08/2016,22:00:00,12.219,8.519,1.099,-0.06,-0.06,-0.116
20/08/2016,0:00:00,9.213,8.195,0.88,-0.06,-0.06,-0.116
20/08/2016,2:00:00,6.051,7.87,0.715,-0.06,-0.088,-0.116
20/08/2016,4:00:00,4.584,7.594,0.632,-0.06,-0.088,-0.116
20/08/2016,6:00:00,6.306,7.318,0.577,-0.06,-0.088,-0.116
20/08/2016,8:00:00,7.945,7.066,0.522,-0.06,-0.088,-0.116
20/08/2016,10:00:00,12.775,6.864,0.495,-0.06,-0.06,-0.116
20/08/2016,12:00:00,19.318,6.636,0.495,-0.06,-0.06,-0.116
20/08/2016,14:00:00,15.652,6.433,0.467,-0.06,-0.06,-0.116
20/08/2016,16:00:00,16.939,6.255,0.439,-0.06,-0.06,-0.143
20/08/2016,18:00:00,14.84,6.077,0.412,-0.06,-0.06,-0.143
20/08/2016,20:00:00,12.389,5.924,0.412,-0.06,-0.06,-0.143
20/08/2016,22:00:00,7.72,5.745,0.384,-0.06,-0.088,-0.143
21/08/2016,0:00:00,6.535,5.616,0.384,-0.06,-0.088,-0.143
21/08/2016,2:00:00,7.343,5.462,0.384,-0.06,-0.088,-0.171
21/08/2016,4:00:00,7.041,5.36,0.356,-0.06,-0.088,-0.171
21/08/2016,6:00:00,6.661,5.231,0.356,-0.06,-0.088,-0.171
21/08/2016,8:00:00,8.045,5.128,0.329,-0.06,-0.088,-0.171
21/08/2016,10:00:00,10.736,5.024,0.329,-0.06,-0.088,-0.171
21/08/2016,12:00:00,10.785,4.921,0.329,-0.06,-0.088,-0.171
21/08/2016,14:00:00,11.613,4.818,0.329,-0.06,-0.088,-0.171
21/08/2016,16:00:00,11.734,4.74,0.329,-0.06,-0.088,-0.171
21/08/2016,18:00:00,11.613,4.636,0.329,-0.06,-0.088,-0.171
21/08/2016,20:00:00,10.173,4.558,0.329,-0.06,-0.088,-0.171
21/08/2016,22:00:00,9.139,4.48,0.301,-0.06,-0.088,-0.171
22/08/2016,0:00:00,8.543,4.402,0.301,-0.06,-0.088,-0.171
22/08/2016,2:00:00,8.369,4.324,0.301,-0.06,-0.088,-0.171
22/08/2016,4:00:00,8.394,4.246,0.301,-0.06,-0.088,-0.171
22/08/2016,6:00:00,8.319,4.194,0.301,-0.06,-0.088,-0.171
22/08/2016,8:00:00,8.543,4.115,0.301,-0.06,-0.088,-0.171
22/08/2016,10:00:00,10.81,4.063,0.273,-0.06,-0.088,-0.171
22/08/2016,12:00:00,13.93,4.011,0.273,-0.06,-0.088,-0.171
22/08/2016,14:00:00,17.938,3.958,0.273,-0.06,-0.06,-0.171
22/08/2016,16:00:00,16.368,3.906,0.273,-0.06,-0.06,-0.171
22/08/2016,18:00:00,14.697,3.854,0.273,-0.06,-0.06,-0.171
22/08/2016,20:00:00,11.807,3.801,0.273,-0.06,-0.088,-0.171
22/08/2016,22:00:00,5.719,3.749,0.246,-0.06,-0.088,-0.171
23/08/2016,0:00:00,2.343,3.696,0.246,-0.06,-0.088,-0.171
23/08/2016,2:00:00,0.439,3.643,0.246,-0.06,-0.088,-0.171
23/08/2016,4:00:00,-0.62,3.591,0.246,-0.06,-0.088,-0.171
23/08/2016,6:00:00,-1.1,3.538,0.246,-0.06,-0.088,-0.171
23/08/2016,8:00:00,-0.032,3.512,0.218,-0.06,-0.088,-0.171
23/08/2016,10:00:00,11.419,3.485,0.246,-0.06,-0.088,-0.171
23/08/2016,12:00:00,19.627,3.459,0.246,-0.06,-0.06,-0.171
23/08/2016,14:00:00,22.657,3.406,0.246,-0.06,-0.06,-0.171
23/08/2016,16:00:00,20.793,3.38,0.246,-0.06,-0.06,-0.171
23/08/2016,18:00:00,20.412,3.354,0.246,-0.06,-0.06,-0.171
23/08/2016,20:00:00,17.986,3.301,0.246,-0.06,-0.06,-0.171
23/08/2016,22:00:00,13.425,3.274,0.218,-0.06,-0.088,-0.171
24/08/2016,0:00:00,8.02,3.248,0.218,-0.06,-0.088,-0.171
24/08/2016,2:00:00,4.61,3.195,0.218,-0.06,-0.088,-0.171
24/08/2016,4:00:00,4.35,3.168,0.218,-0.06,-0.088,-0.171
24/08/2016,6:00:00,1.507,3.142,0.218,-0.06,-0.088,-0.171
24/08/2016,8:00:00,2.021,3.116,0.218,-0.06,-0.088,-0.171
24/08/2016,10:00:00,13.449,3.089,0.218,-0.06,-0.088,-0.171
24/08/2016,12:00:00,21.318,3.089,0.218,-0.06,-0.06,-0.171
24/08/2016,14:00:00,22.202,3.063,0.218,-0.06,-0.06,-0.171
24/08/2016,16:00:00,20.484,3.036,0.218,-0.06,-0.06,-0.171
24/08/2016,18:00:00,18.937,3.036,0.218,-0.06,-0.06,-0.171
24/08/2016,20:00:00,14.697,3.009,0.218,-0.06,-0.088,-0.171
24/08/2016,22:00:00,7.995,2.983,0.218,-0.06,-0.088,-0.171
25/08/2016,0:00:00,5.488,2.93,0.218,-0.06,-0.088,-0.171
25/08/2016,2:00:00,3.089,2.903,0.19,-0.06,-0.088,-0.171
25/08/2016,4:00:00,2.289,2.877,0.19,-0.06,-0.088,-0.171
25/08/2016,6:00:00,0.079,2.85,0.19,-0.06,-0.088,-0.171
25/08/2016,8:00:00,0.907,2.823,0.19,-0.06,-0.088,-0.171
25/08/2016,10:00:00,11.953,2.823,0.218,-0.06,-0.088,-0.171
25/08/2016,12:00:00,19.984,2.823,0.218,-0.06,-0.06,-0.171
25/08/2016,14:00:00,23.905,2.823,0.218,-0.06,-0.06,-0.171
25/08/2016,16:00:00,21.724,2.797,0.218,-0.06,-0.06,-0.171
25/08/2016,18:00:00,20.603,2.77,0.218,-0.06,-0.06,-0.171
25/08/2016,20:00:00,16.725,2.77,0.19,-0.06,-0.088,-0.171
25/08/2016,22:00:00,10.492,2.744,0.19,-0.06,-0.088,-0.171
26/08/2016,0:00:00,8.22,2.717,0.19,-0.06,-0.088,-0.171
26/08/2016,2:00:00,8.494,2.717,0.19,-0.06,-0.088,-0.171
26/08/2016,4:00:00,8.319,2.717,0.19,-0.06,-0.088,-0.171
26/08/2016,6:00:00,8.519,2.69,0.19,-0.06,-0.088,-0.171
26/08/2016,8:00:00,9.435,2.69,0.19,-0.06,-0.088,-0.171
26/08/2016,10:00:00,13.04,2.69,0.19,-0.06,-0.088,-0.171
26/08/2016,12:00:00,17.463,2.69,0.19,-0.06,-0.06,-0.171
26/08/2016,14:00:00,19.817,2.69,0.19,-0.06,-0.06,-0.171
26/08/2016,16:00:00,21.27,2.69,0.19,-0.06,-0.06,-0.171
26/08/2016,18:00:00,16.796,2.664,0.19,-0.06,-0.06,-0.171
26/08/2016,20:00:00,14.792,2.664,0.19,-0.06,-0.088,-0.171
26/08/2016,22:00:00,12.074,2.664,0.163,-0.06,-0.088,-0.171
27/08/2016,0:00:00,11.467,2.664,0.163,-0.06,-0.088,-0.171
27/08/2016,2:00:00,10.345,2.61,0.163,-0.06,-0.088,-0.171
27/08/2016,4:00:00,8.99,2.61,0.218,-0.06,-0.088,-0.171
27/08/2016,6:00:00,6.611,3.195,0.715,-0.06,-0.088,-0.171
27/08/2016,8:00:00,4.844,3.406,1.153,-0.06,-0.088,-0.171
27/08/2016,10:00:00,3.617,3.512,1.317,-0.06,-0.088,-0.171
27/08/2016,12:00:00,3.274,3.538,1.371,-0.06,-0.088,-0.199
27/08/2016,14:00:00,5.154,3.406,1.126,-0.06,-0.088,-0.171
27/08/2016,16:00:00,6.611,3.354,0.907,-0.06,-0.088,-0.171
27/08/2016,18:00:00,6.788,3.274,0.687,-0.06,-0.088,-0.171
27/08/2016,20:00:00,4.999,3.221,0.55,-0.06,-0.088,-0.171
27/08/2016,22:00:00,4.428,3.195,0.439,-0.06,-0.088,-0.199
28/08/2016,0:00:00,3.906,3.142,0.384,-0.06,-0.088,-0.171
28/08/2016,2:00:00,3.696,3.089,0.356,-0.06,-0.088,-0.199
28/08/2016,4:00:00,3.274,3.063,0.329,-0.06,-0.088,-0.199
28/08/2016,6:00:00,3.063,3.009,0.301,-0.06,-0.088,-0.199
28/08/2016,8:00:00,3.538,2.983,0.301,-0.06,-0.088,-0.199
28/08/2016,10:00:00,4.792,2.93,0.273,-0.06,-0.088,-0.199
28/08/2016,12:00:00,8.792,2.903,0.273,-0.06,-0.088,-0.171
28/08/2016,14:00:00,10.834,2.877,0.273,-0.06,-0.088,-0.171
28/08/2016,16:00:00,10.858,2.85,0.273,-0.06,-0.088,-0.171
28/08/2016,18:00:00,9.336,2.823,0.273,-0.06,-0.088,-0.171
28/08/2016,20:00:00,6.965,2.77,0.246,-0.06,-0.088,-0.171
28/08/2016,22:00:00,3.643,2.744,0.246,-0.06,-0.088,-0.199
29/08/2016,0:00:00,3.433,2.717,0.218,-0.06,-0.088,-0.199
29/08/2016,2:00:00,3.459,2.69,0.218,-0.06,-0.088,-0.199
29/08/2016,4:00:00,3.063,2.664,0.218,-0.06,-0.088,-0.199
29/08/2016,6:00:00,2.823,2.637,0.218,-0.06,-0.088,-0.199
29/08/2016,8:00:00,3.221,2.61,0.218,-0.06,-0.088,-0.199
29/08/2016,10:00:00,4.973,2.584,0.218,-0.06,-0.088,-0.199
29/08/2016,12:00:00,6.128,2.557,0.218,-0.06,-0.088,-0.199
29/08/2016,14:00:00,6.611,2.53,0.218,-0.06,-0.088,-0.171
29/08/2016,16:00:00,7.268,2.503,0.218,-0.06,-0.088,-0.171
29/08/2016,18:00:00,6.281,2.477,0.19,-0.06,-0.088,-0.171
29/08/2016,20:00:00,5.796,2.45,0.19,-0.06,-0.088,-0.171
29/08/2016,22:00:00,5.024,2.423,0.19,-0.06,-0.088,-0.199
30/08/2016,0:00:00,4.818,2.396,0.19,-0.06,-0.088,-0.199
30/08/2016,2:00:00,4.558,2.37,0.19,-0.06,-0.088,-0.199
30/08/2016,4:00:00,4.246,2.343,0.19,-0.06,-0.088,-0.199
30/08/2016,6:00:00,3.932,2.343,0.19,-0.06,-0.088,-0.199
30/08/2016,8:00:00,4.063,2.316,0.19,-0.06,-0.088,-0.199
30/08/2016,10:00:00,4.766,2.289,0.19,-0.06,-0.088,-0.199
30/08/2016,12:00:00,5.282,2.289,0.19,-0.06,-0.088,-0.199
30/08/2016,14:00:00,6.965,2.289,0.19,-0.06,-0.088,-0.199
30/08/2016,16:00:00,7.318,2.262,0.19,-0.06,-0.088,-0.171
30/08/2016,18:00:00,6.763,2.236,0.19,-0.06,-0.088,-0.171
30/08/2016,20:00:00,5.796,2.236,0.19,-0.06,-0.088,-0.199
30/08/2016,22:00:00,5.282,2.209,0.19,-0.06,-0.088,-0.199
31/08/2016,0:00:00,5.076,2.182,0.19,-0.06,-0.088,-0.199
31/08/2016,2:00:00,4.895,2.182,0.19,-0.06,-0.088,-0.199
31/08/2016,4:00:00,4.792,2.155,0.19,-0.06,-0.088,-0.199
31/08/2016,6:00:00,4.506,2.128,0.163,-0.06,-0.088,-0.199
31/08/2016,8:00:00,4.454,2.128,0.163,-0.06,-0.088,-0.199
31/08/2016,10:00:00,4.947,2.128,0.163,-0.06,-0.088,-0.199
31/08/2016,12:00:00,5.565,3.67,537.327,537.327,-0.088,-0.171
31/08/2016,14:00:00,5.924,3.749,537.327,537.327,-0.032,-0.171
31/08/2016,16:00:00,7.77,3.775,537.327,537.327,-0.032,-0.171
31/08/2016,18:00:00,7.393,3.775,537.327,537.327,-0.06,-0.171
31/08/2016,20:00:00,5.745,3.722,537.327,537.327,-0.06,-0.171
31/08/2016,22:00:00,5.411,3.722,537.327,537.327,-0.06,-0.171
1/9/2016,0:00:00,5.308,3.67,537.327,537.327,-0.088,-0.171
1/9/2016,2:00:00,5.282,3.696,537.327,537.327,-0.088,-0.171
1/9/2016,4:00:00,5.231,3.696,537.327,537.327,-0.032,-0.143
1/9/2016,6:00:00,5.179,3.617,537.327,537.327,-0.032,-0.171
1/9/2016,8:00:00,5.642,3.617,537.327,537.327,-0.06,-0.143
1/9/2016,10:00:00,7.293,3.591,537.327,537.327,-0.06,-0.143
1/9/2016,12:00:00,7.519,3.564,537.327,537.327,-0.06,-0.171
1/9/2016,14:00:00,7.995,3.538,537.327,537.327,-0.06,-0.171
1/9/2016,16:00:00,6.712,3.591,537.327,537.327,-0.06,-0.143
1/9/2016,18:00:00,5.693,3.538,537.327,537.327,-0.06,-0.143
1/9/2016,20:00:00,4.168,3.512,537.327,537.327,-0.06,-0.143
1/9/2016,22:00:00,3.036,3.512,537.327,537.327,-0.06,-0.171
2/9/2016,0:00:00,2.289,3.485,537.327,537.327,-0.06,-0.171
2/9/2016,2:00:00,2.557,3.459,537.327,537.327,-0.06,-0.171
2/9/2016,4:00:00,2.717,3.459,537.327,537.327,-0.06,-0.171
2/9/2016,6:00:00,3.116,3.433,537.327,537.327,-0.06,-0.171
2/9/2016,8:00:00,3.617,3.406,537.327,537.327,-0.06,-0.171
2/9/2016,10:00:00,4.532,3.38,537.327,537.327,-0.06,-0.171
2/9/2016,12:00:00,5.385,3.354,537.327,537.327,-0.06,-0.171
2/9/2016,14:00:00,5.821,3.354,537.327,537.327,-0.06,-0.171
2/9/2016,16:00:00,4.168,3.354,537.327,537.327,-0.06,-0.171
2/9/2016,18:00:00,2.93,3.327,537.327,537.327,-0.06,-0.171
2/9/2016,20:00:00,1.859,3.327,537.327,537.327,-0.06,-0.171
2/9/2016,22:00:00,1.371,3.301,537.327,537.327,-0.06,-0.171
3/9/2016,0:00:00,0.024,3.248,537.327,537.327,-0.06,-0.171
3/9/2016,2:00:00,-0.004,3.221,537.327,537.327,-0.06,-0.171
3/9/2016,4:00:00,-0.004,3.168,537.327,537.327,-0.06,-0.171
3/9/2016,6:00:00,0.051,3.089,537.327,537.327,-0.06,-0.171
3/9/2016,8:00:00,0.577,3.009,537.327,537.327,-0.06,-0.171
3/9/2016,10:00:00,1.126,2.956,537.327,537.327,-0.06,-0.171
3/9/2016,12:00:00,6.281,2.93,537.327,537.327,-0.06,-0.171
3/9/2016,14:00:00,9.114,2.903,537.327,537.327,-0.06,-0.171
3/9/2016,16:00:00,7.268,2.903,537.327,537.327,-0.06,-0.171
3/9/2016,18:00:00,7.97,2.903,537.327,537.327,-0.06,-0.171
3/9/2016,20:00:00,1.262,2.903,537.327,537.327,-0.088,-0.171
3/9/2016,22:00:00,-1.043,2.823,537.327,537.327,-0.088,-0.171
4/9/2016,0:00:00,-2.771,2.744,537.327,537.327,-0.088,-0.171
4/9/2016,2:00:00,-3.035,2.664,537.327,537.327,-0.088,-0.171
4/9/2016,4:00:00,-4.076,2.557,537.327,537.327,-0.088,-0.171
4/9/2016,6:00:00,-5.079,2.423,537.327,537.327,-0.088,-0.171
4/9/2016,8:00:00,-1.958,2.37,537.327,537.327,-0.088,-0.171
4/9/2016,10:00:00,5.282,2.37,537.327,537.327,-0.088,-0.171
4/9/2016,12:00:00,12.098,2.37,537.327,537.327,-0.088,-0.171
4/9/2016,14:00:00,15.461,2.423,537.327,537.327,-0.06,-0.171
4/9/2016,16:00:00,12.364,2.45,537.327,537.327,-0.06,-0.171
4/9/2016,18:00:00,10.443,2.503,537.327,537.327,-0.06,-0.171
4/9/2016,20:00:00,2.45,2.53,537.327,537.327,-0.06,-0.171
4/9/2016,22:00:00,-1.556,2.503,537.327,537.327,-0.088,-0.171
5/9/2016,0:00:00,-1.242,2.45,537.327,537.327,-0.088,-0.171
5/9/2016,2:00:00,-2.247,2.396,537.327,537.327,-0.088,-0.171
5/9/2016,4:00:00,-2.947,2.316,537.327,537.327,-0.088,-0.171
5/9/2016,6:00:00,-3.986,2.209,537.327,537.327,-0.088,-0.171
5/9/2016,8:00:00,-1.727,2.155,537.327,537.327,-0.088,-0.171
5/9/2016,10:00:00,7.318,2.155,537.327,537.327,-0.088,-0.171
5/9/2016,12:00:00,18.271,2.182,537.327,537.327,-0.06,-0.171
5/9/2016,14:00:00,15.031,2.262,537.327,537.327,-0.06,-0.171
5/9/2016,16:00:00,13.714,2.316,537.327,537.327,-0.06,-0.171
5/9/2016,18:00:00,13.329,2.37,537.327,537.327,-0.06,-0.171
5/9/2016,20:00:00,4.818,2.423,537.327,537.327,-0.06,-0.171
5/9/2016,22:00:00,-0.958,2.423,537.327,537.327,-0.088,-0.171
6/9/2016,0:00:00,-2.537,2.343,537.327,537.327,-0.088,-0.171
6/9/2016,2:00:00,-2.712,2.262,537.327,537.327,-0.088,-0.171
6/9/2016,4:00:00,-3.926,2.128,537.327,537.327,-0.088,-0.171
6/9/2016,6:00:00,-5.202,1.967,537.327,537.327,-0.088,-0.171
6/9/2016,8:00:00,-3.627,1.859,537.327,537.327,-0.088,-0.171
6/9/2016,10:00:00,7.87,1.94,537.327,537.327,-0.088,-0.171
6/9/2016,12:00:00,17.629,1.994,537.327,537.327,-0.06,-0.171
6/9/2016,14:00:00,17.344,2.074,537.327,537.327,-0.06,-0.171
6/9/2016,16:00:00,16.415,2.128,537.327,537.327,-0.06,-0.171
6/9/2016,18:00:00,12.775,2.236,537.327,537.327,-0.06,-0.171
6/9/2016,20:00:00,4.506,2.289,537.327,537.327,-0.06,-0.171
6/9/2016,22:00:00,0.107,2.289,537.327,537.327,-0.088,-0.171
7/9/2016,0:00:00,-2.421,2.262,537.327,537.327,-0.088,-0.171
7/9/2016,2:00:00,-3.035,2.155,537.327,537.327,-0.088,-0.171
7/9/2016,4:00:00,-3.687,2.047,537.327,537.327,-0.088,-0.171
7/9/2016,6:00:00,-4.469,1.913,537.327,537.327,-0.088,-0.171
7/9/2016,8:00:00,-1.814,1.859,537.327,537.327,-0.088,-0.171
7/9/2016,10:00:00,8.469,1.886,537.327,537.327,-0.088,-0.171
7/9/2016,12:00:00,16.439,1.94,537.327,537.327,-0.06,-0.171
7/9/2016,14:00:00,24.484,2.047,537.327,537.327,-0.06,-0.171
7/9/2016,16:00:00,18.675,2.128,537.327,537.327,-0.06,-0.171
7/9/2016,18:00:00,13.642,2.236,537.327,537.327,-0.06,-0.171
7/9/2016,20:00:00,5.668,2.289,537.327,537.327,-0.088,-0.171
7/9/2016,22:00:00,1.913,2.343,537.327,537.327,-0.088,-0.171
8/9/2016,0:00:00,1.371,2.343,537.327,537.327,-0.088,-0.171
8/9/2016,2:00:00,0.522,2.316,537.327,537.327,-0.088,-0.171
8/9/2016,4:00:00,0.797,2.289,537.327,537.327,-0.088,-0.171
8/9/2016,6:00:00,1.832,2.262,537.327,537.327,-0.088,-0.171
8/9/2016,8:00:00,3.617,2.236,537.327,537.327,-0.088,-0.171
8/9/2016,10:00:00,8.444,1.126,537.327,537.327,-0.06,-0.171
8/9/2016,12:00:00,13.185,1.099,537.327,537.327,-0.088,-0.199
8/9/2016,14:00:00,17.463,1.099,537.327,537.327,-0.088,-0.199
8/9/2016,16:00:00,10.173,1.099,537.327,537.327,-0.088,-0.199
8/9/2016,18:00:00,10.296,1.099,537.327,537.327,-0.088,-0.199
8/9/2016,20:00:00,5.334,1.099,537.327,537.327,-0.088,-0.199
8/9/2016,22:00:00,2.316,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,0:00:00,-0.535,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,2:00:00,-0.423,1.099,537.327,537.327,-0.116,-0.199
9/9/2016,4:00:00,-1.556,1.099,537.327,537.327,-0.116,-0.199
9/9/2016,6:00:00,-1.814,1.099,537.327,537.327,-0.116,-0.199
9/9/2016,8:00:00,-0.62,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,10:00:00,3.564,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,12:00:00,9.287,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,14:00:00,7.77,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,16:00:00,7.217,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,18:00:00,7.97,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,20:00:00,6.102,1.099,537.327,537.327,-0.088,-0.199
9/9/2016,22:00:00,4.298,1.099,537.327,537.327,-0.088,-0.199
10/9/2016,0:00:00,1.153,1.071,537.327,537.327,-0.088,-0.199
10/9/2016,2:00:00,0.107,1.071,537.327,537.327,-0.116,-0.199
10/9/2016,4:00:00,0.687,1.071,537.327,537.327,-0.116,-0.199
10/9/2016,6:00:00,-0.032,1.071,537.327,537.327,-0.116,-0.199
10/9/2016,8:00:00,1.724,1.071,537.327,537.327,-0.116,-0.199
10/9/2016,10:00:00,7.041,1.071,537.327,537.327,-0.088,-0.199
10/9/2016,12:00:00,8.245,1.071,537.327,537.327,-0.088,-0.199
10/9/2016,14:00:00,8.344,1.071,537.327,537.327,-0.088,-0.199
10/9/2016,16:00:00,8.27,1.071,537.327,537.327,-0.088,-0.199
10/9/2016,18:00:00,5.949,1.044,537.327,537.327,-0.088,-0.199
10/9/2016,20:00:00,3.354,1.044,537.327,537.327,-0.116,-0.199
10/9/2016,22:00:00,2.262,1.044,537.327,537.327,-0.116,-0.199
11/9/2016,0:00:00,1.697,1.044,537.327,537.327,-0.116,-0.199
11/9/2016,2:00:00,1.344,1.044,537.327,537.327,-0.116,-0.199
11/9/2016,4:00:00,0.989,1.044,537.327,537.327,-0.116,-0.199
11/9/2016,6:00:00,0.577,1.044,537.327,537.327,-0.116,-0.199
11/9/2016,8:00:00,0.467,1.044,537.327,537.327,-0.116,-0.199
11/9/2016,10:00:00,3.906,1.044,537.327,537.327,-0.116,-0.199
11/9/2016,12:00:00,9.064,1.044,537.327,537.327,-0.088,-0.199
11/9/2016,14:00:00,13.257,1.044,537.327,537.327,-0.088,-0.199
11/9/2016,16:00:00,10.296,1.044,537.327,537.327,-0.088,-0.199
11/9/2016,18:00:00,9.262,1.044,537.327,537.327,-0.088,-0.199
11/9/2016,20:00:00,2.877,1.044,537.327,537.327,-0.116,-0.199
11/9/2016,22:00:00,-1.641,1.017,537.327,537.327,-0.116,-0.199
12/9/2016,0:00:00,-3.33,1.017,537.327,537.327,-0.116,-0.199
12/9/2016,2:00:00,-4.469,1.017,537.327,537.327,-0.116,-0.227
12/9/2016,4:00:00,-5.388,0.989,537.327,537.327,-0.116,-0.227
12/9/2016,6:00:00,-6.294,0.989,537.327,537.327,-0.116,-0.227
12/9/2016,8:00:00,-5.698,0.989,537.327,537.327,-0.116,-0.227
12/9/2016,10:00:00,-0.032,0.989,537.327,537.327,-0.116,-0.199
12/9/2016,12:00:00,13.329,0.989,537.327,537.327,-0.088,-0.199
12/9/2016,14:00:00,19.318,0.989,537.327,537.327,-0.088,-0.199
12/9/2016,16:00:00,17.225,0.989,537.327,537.327,-0.088,-0.199
12/9/2016,18:00:00,15.031,0.989,537.327,537.327,-0.088,-0.199
12/9/2016,20:00:00,8.841,0.989,537.327,537.327,-0.088,-0.199
12/9/2016,22:00:00,6.914,0.989,537.327,537.327,-0.088,-0.199
13/09/2016,0:00:00,5.719,0.989,537.327,537.327,-0.116,-0.199
13/09/2016,2:00:00,3.485,0.989,537.327,537.327,-0.116,-0.199
13/09/2016,4:00:00,3.274,0.989,537.327,537.327,-0.116,-0.199
13/09/2016,6:00:00,5.924,0.989,537.327,537.327,-0.116,-0.199
13/09/2016,8:00:00,5.385,0.989,537.327,537.327,-0.116,-0.199
13/09/2016,10:00:00,10.051,0.989,537.327,537.327,-0.088,-0.199
13/09/2016,12:00:00,13.425,0.989,537.327,537.327,-0.088,-0.199
13/09/2016,14:00:00,21.294,0.989,537.327,537.327,-0.088,-0.199
13/09/2016,16:00:00,18.176,0.989,537.327,537.327,-0.088,-0.199
13/09/2016,18:00:00,16.01,1.017,537.327,537.327,-0.088,-0.199
13/09/2016,20:00:00,8.145,1.017,537.327,537.327,-0.116,-0.199
13/09/2016,22:00:00,2.557,1.017,537.327,537.327,-0.116,-0.199
14/09/2016,0:00:00,-0.199,1.017,537.327,537.327,-0.116,-0.199
14/09/2016,2:00:00,-1.641,1.017,537.327,537.327,-0.116,-0.199
14/09/2016,4:00:00,-2.392,1.017,537.327,537.327,-0.116,-0.199
14/09/2016,6:00:00,-2.8,1.017,537.327,537.327,-0.116,-0.227
14/09/2016,8:00:00,-2.8,1.044,537.327,537.327,-0.116,-0.227
14/09/2016,10:00:00,5.616,1.044,537.327,537.327,-0.116,-0.199
14/09/2016,12:00:00,15.438,1.044,537.327,537.327,-0.088,-0.199
14/09/2016,14:00:00,19.555,1.044,537.327,537.327,-0.088,-0.199
14/09/2016,16:00:00,16.701,1.071,537.327,537.327,-0.088,-0.199
14/09/2016,18:00:00,14.17,1.071,537.327,537.327,-0.088,-0.199
14/09/2016,20:00:00,6.661,1.071,537.327,537.327,-0.116,-0.199
14/09/2016,22:00:00,1.099,1.071,537.327,537.327,-0.116,-0.199
15/09/2016,0:00:00,-1.498,1.071,537.327,537.327,-0.116,-0.199
15/09/2016,2:00:00,-2.45,1.071,537.327,537.327,-0.116,-0.199
15/09/2016,4:00:00,-2.859,1.071,537.327,537.327,-0.116,-0.199
15/09/2016,6:00:00,-0.648,1.071,537.327,537.327,-0.116,-0.199
15/09/2016,8:00:00,0.495,1.071,537.327,537.327,-0.116,-0.199
15/09/2016,10:00:00,2.877,1.071,537.327,537.327,-0.116,-0.199
15/09/2016,12:00:00,9.188,1.071,537.327,537.327,-0.116,-0.199
15/09/2016,14:00:00,13.281,1.099,537.327,537.327,-0.116,-0.199
15/09/2016,16:00:00,13.906,1.099,537.327,537.327,-0.116,-0.199
15/09/2016,18:00:00,12.316,1.099,537.327,537.327,-0.116,-0.199
15/09/2016,20:00:00,9.312,1.099,537.327,537.327,-0.116,-0.199
15/09/2016,22:00:00,8.618,1.099,537.327,537.327,-0.116,-0.199
16/09/2016,0:00:00,7.167,1.099,537.327,537.327,-0.116,-0.199
16/09/2016,2:00:00,7.368,1.099,537.327,537.327,-0.116,-0.199
16/09/2016,4:00:00,5.693,1.099,537.327,537.327,-0.116,-0.199
16/09/2016,6:00:00,3.009,1.099,537.327,537.327,-0.116,-0.199
16/09/2016,8:00:00,3.643,1.099,537.327,537.327,-0.116,-0.199
16/09/2016,10:00:00,10.443,1.099,537.327,537.327,-0.116,-0.199
16/09/2016,12:00:00,11.662,1.099,537.327,537.327,-0.116,-0.199
16/09/2016,14:00:00,11.783,1.126,537.327,537.327,-0.116,-0.199
16/09/2016,16:00:00,11.977,1.126,537.327,537.327,-0.116,-0.199
16/09/2016,18:00:00,11.613,1.126,537.327,537.327,-0.116,-0.199
16/09/2016,20:00:00,9.682,1.153,537.327,537.327,-0.116,-0.199
16/09/2016,22:00:00,6.458,1.153,537.327,537.327,-0.116,-0.199
17/09/2016,0:00:00,1.994,1.153,537.327,537.327,-0.116,-0.199
17/09/2016,2:00:00,-0.958,1.153,537.327,537.327,-0.116,-0.227
17/09/2016,4:00:00,0.19,1.153,537.327,537.327,-0.116,-0.199
17/09/2016,6:00:00,1.208,1.153,537.327,537.327,-0.116,-0.199
17/09/2016,8:00:00,1.913,1.153,537.327,537.327,-0.116,-0.199
17/09/2016,10:00:00,5.334,1.153,537.327,537.327,-0.116,-0.199
17/09/2016,12:00:00,9.312,1.153,537.327,537.327,-0.116,-0.199
17/09/2016,14:00:00,10.075,1.153,537.327,537.327,-0.116,-0.199
17/09/2016,16:00:00,11.297,1.18,537.327,537.327,-0.116,-0.199
17/09/2016,18:00:00,10.124,1.18,537.327,537.327,-0.116,-0.199
17/09/2016,20:00:00,7.242,1.18,537.327,537.327,-0.116,-0.199
